Tree;Richness;Zones;Forests
42;0;3;FlorestaSubmontana1
43;0;3;FlorestaSubmontana1
44;0;3;FlorestaSubmontana1
1;0;4;FlorestaSubmontana1
2;0;4;FlorestaSubmontana1
3;1;4;FlorestaSubmontana1
4;0;4;FlorestaSubmontana1
5;0;4;FlorestaSubmontana1
6;0;4;FlorestaSubmontana1
7;0;4;FlorestaSubmontana1
8;0;4;FlorestaSubmontana1
9;3;4;FlorestaSubmontana1
10;0;4;FlorestaSubmontana1
11;0;4;FlorestaSubmontana1
12;0;4;FlorestaSubmontana1
13;0;4;FlorestaSubmontana1
14;1;4;FlorestaSubmontana1
15;0;4;FlorestaSubmontana1
16;0;4;FlorestaSubmontana1
17;0;4;FlorestaSubmontana1
18;0;4;FlorestaSubmontana1
19;0;4;FlorestaSubmontana1
20;0;4;FlorestaSubmontana1
21;0;4;FlorestaSubmontana1
22;0;4;FlorestaSubmontana1
23;1;4;FlorestaSubmontana1
24;0;4;FlorestaSubmontana1
25;0;4;FlorestaSubmontana1
26;2;4;FlorestaSubmontana1
27;0;4;FlorestaSubmontana1
28;4;4;FlorestaSubmontana1
29;0;4;FlorestaSubmontana1
30;0;4;FlorestaSubmontana1
31;0;4;FlorestaSubmontana1
32;0;4;FlorestaSubmontana1
33;1;4;FlorestaSubmontana1
34;0;4;FlorestaSubmontana1
35;0;4;FlorestaSubmontana1
36;0;4;FlorestaSubmontana1
37;0;4;FlorestaSubmontana1
38;0;4;FlorestaSubmontana1
39;0;4;FlorestaSubmontana1
40;0;4;FlorestaSubmontana1
41;0;4;FlorestaSubmontana1
42;0;4;FlorestaSubmontana1
43;0;4;FlorestaSubmontana1
44;0;4;FlorestaSubmontana1
1;0;5;FlorestaSubmontana1
2;0;5;FlorestaSubmontana1
3;0;5;FlorestaSubmontana1
4;0;5;FlorestaSubmontana1
5;0;5;FlorestaSubmontana1
6;0;5;FlorestaSubmontana1
7;0;5;FlorestaSubmontana1
8;0;5;FlorestaSubmontana1
9;0;5;FlorestaSubmontana1
10;0;5;FlorestaSubmontana1
11;0;5;FlorestaSubmontana1
12;0;5;FlorestaSubmontana1
13;0;5;FlorestaSubmontana1
14;0;5;FlorestaSubmontana1
15;0;5;FlorestaSubmontana1
16;0;5;FlorestaSubmontana1
17;0;5;FlorestaSubmontana1
18;0;5;FlorestaSubmontana1
19;0;5;FlorestaSubmontana1
20;0;5;FlorestaSubmontana1
21;0;5;FlorestaSubmontana1
22;0;5;FlorestaSubmontana1
23;0;5;FlorestaSubmontana1
24;0;5;FlorestaSubmontana1
25;0;5;FlorestaSubmontana1
26;0;5;FlorestaSubmontana1
27;0;5;FlorestaSubmontana1
28;1;5;FlorestaSubmontana1
29;0;5;FlorestaSubmontana1
30;0;5;FlorestaSubmontana1
31;0;5;FlorestaSubmontana1
32;0;5;FlorestaSubmontana1
33;0;5;FlorestaSubmontana1
34;0;5;FlorestaSubmontana1
35;0;5;FlorestaSubmontana1
36;0;5;FlorestaSubmontana1
37;0;5;FlorestaSubmontana1
38;0;5;FlorestaSubmontana1
39;0;5;FlorestaSubmontana1
40;0;5;FlorestaSubmontana1
41;0;5;FlorestaSubmontana1
42;0;5;FlorestaSubmontana1
43;0;5;FlorestaSubmontana1
44;0;5;FlorestaSubmontana1
1;0;1;FlorestaSubmontana2
2;0;1;FlorestaSubmontana2
3;0;1;FlorestaSubmontana2
4;0;1;FlorestaSubmontana2
5;0;1;FlorestaSubmontana2
6;0;1;FlorestaSubmontana2
7;0;1;FlorestaSubmontana2
8;1;1;FlorestaSubmontana2
9;0;1;FlorestaSubmontana2
10;0;1;FlorestaSubmontana2
11;0;1;FlorestaSubmontana2
12;0;1;FlorestaSubmontana2
13;1;1;FlorestaSubmontana2
14;0;1;FlorestaSubmontana2
15;1;1;FlorestaSubmontana2
16;0;1;FlorestaSubmontana2
17;0;1;FlorestaSubmontana2
18;0;1;FlorestaSubmontana2
19;0;1;FlorestaSubmontana2
20;0;1;FlorestaSubmontana2
21;0;1;FlorestaSubmontana2
22;0;1;FlorestaSubmontana2
23;0;1;FlorestaSubmontana2
24;0;1;FlorestaSubmontana2
25;0;1;FlorestaSubmontana2
26;0;1;FlorestaSubmontana2
27;0;1;FlorestaSubmontana2
28;0;1;FlorestaSubmontana2
29;0;1;FlorestaSubmontana2
30;0;1;FlorestaSubmontana2
31;0;1;FlorestaSubmontana2
32;0;1;FlorestaSubmontana2
33;1;1;FlorestaSubmontana2
34;1;1;FlorestaSubmontana2
35;0;1;FlorestaSubmontana2
36;0;1;FlorestaSubmontana2
37;0;1;FlorestaSubmontana2
38;0;1;FlorestaSubmontana2
39;0;1;FlorestaSubmontana2
40;0;1;FlorestaSubmontana2
41;1;1;FlorestaSubmontana2
42;0;1;FlorestaSubmontana2
43;0;1;FlorestaSubmontana2
44;0;1;FlorestaSubmontana2
45;0;1;FlorestaSubmontana2
46;0;1;FlorestaSubmontana2
47;0;1;FlorestaSubmontana2
48;0;1;FlorestaSubmontana2
49;0;1;FlorestaSubmontana2
50;0;1;FlorestaSubmontana2
51;0;1;FlorestaSubmontana2
52;0;1;FlorestaSubmontana2
53;0;1;FlorestaSubmontana2
54;0;1;FlorestaSubmontana2
1;1;2;FlorestaSubmontana2
2;0;2;FlorestaSubmontana2
3;1;2;FlorestaSubmontana2
4;2;2;FlorestaSubmontana2
5;0;2;FlorestaSubmontana2
6;6;2;FlorestaSubmontana2
7;0;2;FlorestaSubmontana2
8;0;2;FlorestaSubmontana2
9;0;2;FlorestaSubmontana2
10;0;2;FlorestaSubmontana2
11;0;2;FlorestaSubmontana2
12;0;2;FlorestaSubmontana2
13;0;2;FlorestaSubmontana2
14;0;2;FlorestaSubmontana2
15;0;2;FlorestaSubmontana2
16;1;2;FlorestaSubmontana2
17;0;2;FlorestaSubmontana2
18;0;2;FlorestaSubmontana2
19;0;2;FlorestaSubmontana2
20;0;2;FlorestaSubmontana2
21;0;2;FlorestaSubmontana2
22;0;2;FlorestaSubmontana2
23;1;2;FlorestaSubmontana2
24;2;2;FlorestaSubmontana2
25;1;2;FlorestaSubmontana2
26;1;2;FlorestaSubmontana2
27;2;2;FlorestaSubmontana2
28;1;2;FlorestaSubmontana2
29;1;2;FlorestaSubmontana2
30;0;2;FlorestaSubmontana2
31;2;2;FlorestaSubmontana2
32;0;2;FlorestaSubmontana2
33;3;2;FlorestaSubmontana2
34;1;2;FlorestaSubmontana2
35;0;2;FlorestaSubmontana2
36;0;2;FlorestaSubmontana2
37;0;2;FlorestaSubmontana2
38;0;2;FlorestaSubmontana2
39;0;2;FlorestaSubmontana2
40;1;2;FlorestaSubmontana2
41;1;2;FlorestaSubmontana2
42;0;2;FlorestaSubmontana2
43;0;2;FlorestaSubmontana2
44;0;2;FlorestaSubmontana2
45;0;2;FlorestaSubmontana2
46;0;2;FlorestaSubmontana2
47;0;2;FlorestaSubmontana2
48;0;2;FlorestaSubmontana2
49;0;2;FlorestaSubmontana2
50;0;2;FlorestaSubmontana2
51;0;2;FlorestaSubmontana2
52;0;2;FlorestaSubmontana2
53;0;2;FlorestaSubmontana2
54;0;2;FlorestaSubmontana2
1;0;3;FlorestaSubmontana2
2;0;3;FlorestaSubmontana2
3;0;3;FlorestaSubmontana2
4;1;3;FlorestaSubmontana2
5;0;3;FlorestaSubmontana2
6;0;3;FlorestaSubmontana2
7;0;3;FlorestaSubmontana2
8;0;3;FlorestaSubmontana2
9;1;3;FlorestaSubmontana2
10;0;3;FlorestaSubmontana2
11;0;3;FlorestaSubmontana2
12;0;3;FlorestaSubmontana2
13;0;3;FlorestaSubmontana2
14;0;3;FlorestaSubmontana2
15;2;3;FlorestaSubmontana2
16;0;3;FlorestaSubmontana2
17;0;3;FlorestaSubmontana2
18;0;3;FlorestaSubmontana2
19;0;3;FlorestaSubmontana2
20;0;3;FlorestaSubmontana2
21;0;3;FlorestaSubmontana2
22;1;3;FlorestaSubmontana2
23;2;3;FlorestaSubmontana2
24;0;3;FlorestaSubmontana2
25;0;3;FlorestaSubmontana2
26;1;3;FlorestaSubmontana2
27;0;3;FlorestaSubmontana2
28;2;3;FlorestaSubmontana2
29;2;3;FlorestaSubmontana2
30;0;3;FlorestaSubmontana2
31;2;3;FlorestaSubmontana2
32;0;3;FlorestaSubmontana2
33;1;3;FlorestaSubmontana2
34;1;3;FlorestaSubmontana2
35;0;3;FlorestaSubmontana2
36;0;3;FlorestaSubmontana2
37;0;3;FlorestaSubmontana2
38;0;3;FlorestaSubmontana2
39;0;3;FlorestaSubmontana2
40;0;3;FlorestaSubmontana2
41;0;3;FlorestaSubmontana2
42;0;3;FlorestaSubmontana2
43;0;3;FlorestaSubmontana2
44;0;3;FlorestaSubmontana2
45;0;3;FlorestaSubmontana2
46;0;3;FlorestaSubmontana2
47;0;3;FlorestaSubmontana2
48;0;3;FlorestaSubmontana2
49;0;3;FlorestaSubmontana2
50;0;3;FlorestaSubmontana2
51;0;3;FlorestaSubmontana2
52;0;3;FlorestaSubmontana2
53;0;3;FlorestaSubmontana2
54;0;3;FlorestaSubmontana2
1;1;4;FlorestaSubmontana2
2;0;4;FlorestaSubmontana2
3;0;4;FlorestaSubmontana2
4;0;4;FlorestaSubmontana2
5;0;4;FlorestaSubmontana2
6;0;4;FlorestaSubmontana2
7;0;4;FlorestaSubmontana2
8;0;4;FlorestaSubmontana2
9;0;4;FlorestaSubmontana2
10;0;4;FlorestaSubmontana2
11;1;4;FlorestaSubmontana2
12;0;4;FlorestaSubmontana2
13;0;4;FlorestaSubmontana2
14;0;4;FlorestaSubmontana2
15;1;4;FlorestaSubmontana2
16;0;4;FlorestaSubmontana2
17;2;4;FlorestaSubmontana2
18;0;4;FlorestaSubmontana2
19;0;4;FlorestaSubmontana2
20;0;4;FlorestaSubmontana2
21;0;4;FlorestaSubmontana2
22;0;4;FlorestaSubmontana2
23;2;4;FlorestaSubmontana2
24;0;4;FlorestaSubmontana2
25;0;4;FlorestaSubmontana2
26;0;4;FlorestaSubmontana2
27;0;4;FlorestaSubmontana2
28;0;4;FlorestaSubmontana2
29;1;4;FlorestaSubmontana2
30;3;4;FlorestaSubmontana2
31;0;4;FlorestaSubmontana2
32;2;4;FlorestaSubmontana2
33;0;4;FlorestaSubmontana2
34;0;4;FlorestaSubmontana2
35;0;4;FlorestaSubmontana2
36;0;4;FlorestaSubmontana2
37;1;4;FlorestaSubmontana2
38;1;4;FlorestaSubmontana2
39;0;4;FlorestaSubmontana2
40;0;4;FlorestaSubmontana2
41;0;4;FlorestaSubmontana2
42;0;4;FlorestaSubmontana2
43;0;4;FlorestaSubmontana2
44;0;4;FlorestaSubmontana2
45;0;4;FlorestaSubmontana2
46;0;4;FlorestaSubmontana2
47;0;4;FlorestaSubmontana2
48;0;4;FlorestaSubmontana2
49;0;4;FlorestaSubmontana2
50;0;4;FlorestaSubmontana2
51;0;4;FlorestaSubmontana2
52;0;4;FlorestaSubmontana2
53;0;4;FlorestaSubmontana2
54;0;4;FlorestaSubmontana2
1;1;5;FlorestaSubmontana2
2;0;5;FlorestaSubmontana2
3;0;5;FlorestaSubmontana2
4;0;5;FlorestaSubmontana2
5;0;5;FlorestaSubmontana2
6;1;5;FlorestaSubmontana2
7;0;5;FlorestaSubmontana2
8;0;5;FlorestaSubmontana2
9;0;5;FlorestaSubmontana2
10;0;5;FlorestaSubmontana2
11;0;5;FlorestaSubmontana2
12;0;5;FlorestaSubmontana2
13;0;5;FlorestaSubmontana2
14;0;5;FlorestaSubmontana2
15;0;5;FlorestaSubmontana2
16;0;5;FlorestaSubmontana2
17;0;5;FlorestaSubmontana2
18;0;5;FlorestaSubmontana2
19;0;5;FlorestaSubmontana2
20;0;5;FlorestaSubmontana2
21;0;5;FlorestaSubmontana2
22;0;5;FlorestaSubmontana2
23;2;5;FlorestaSubmontana2
24;0;5;FlorestaSubmontana2
25;0;5;FlorestaSubmontana2
26;0;5;FlorestaSubmontana2
27;0;5;FlorestaSubmontana2
28;0;5;FlorestaSubmontana2
29;5;5;FlorestaSubmontana2
30;1;5;FlorestaSubmontana2
31;0;5;FlorestaSubmontana2
32;1;5;FlorestaSubmontana2
33;0;5;FlorestaSubmontana2
34;3;5;FlorestaSubmontana2
35;0;5;FlorestaSubmontana2
36;0;5;FlorestaSubmontana2
37;1;5;FlorestaSubmontana2
38;0;5;FlorestaSubmontana2
39;0;5;FlorestaSubmontana2
40;0;5;FlorestaSubmontana2
41;0;5;FlorestaSubmontana2
42;0;5;FlorestaSubmontana2
43;0;5;FlorestaSubmontana2
44;0;5;FlorestaSubmontana2
45;0;5;FlorestaSubmontana2
46;0;5;FlorestaSubmontana2
47;0;5;FlorestaSubmontana2
48;0;5;FlorestaSubmontana2
49;0;5;FlorestaSubmontana2
50;0;5;FlorestaSubmontana2
51;0;5;FlorestaSubmontana2
52;0;5;FlorestaSubmontana2
53;0;5;FlorestaSubmontana2
54;0;5;FlorestaSubmontana2
